chr,start,end,transcript_id,gene_id,gene_name,cpg_density,loeuf,oe_lof_point_estimate,promoter_phastcons,exonic_phastcons
chr6,137241402,137245401,ENST00000331858,ENSG00000182747,SLC35D3,0.7578244164269303,0.948,0.41419,0.2734250000000002,0.675688414785413
chr9,118914083,118918082,ENST00000328252,ENSG00000182752,PAPPA,0.6432833180553545,0.352,0.23498,0.5359749999999999,0.8997291661026425
chr15,90806937,90810936,ENST00000379095,ENSG00000182768,NGRN,0.46781287485005996,1.26,0.6396,0.1976500000000001,0.6369220458432502
chr10,88124236,88128235,ENST00000327946,ENSG00000182771,GRID1,0.6913887858064288,0.217,0.094805,0.2760999999999999,0.919605280179425
chr12,123185891,123189890,ENST00000328880,ENSG00000182782,HCAR2,0.39334882889325945,1.633,0.85996,0.17180000000000006,0.8233830845771144
chr1,207204093,207208092,ENST00000359470,ENSG00000182795,C1orf116,0.10973105441092712,0.725,0.40163,0.11250000000000002,0.792890545023915
chr16,68055771,68059770,ENST00000332395,ENSG00000182810,DDX28,0.5561545882753532,1.432,0.90243,0.26214999999999994,1
chr21,31742558,31746557,ENST00000399889,ENSG00000182816,KRTAP13-2,0.17995256450399674,1.948,1.7302,0.12335000000000006,0.5227138643067847
chr1,226372432,226376431,ENST00000366812,ENSG00000182827,ACBD3,0.5957950297268154,0.533,0.30551,0.15510000000000007,0.8987397605545054
chr16,9183505,9187504,ENST00000327827,ENSG00000182831,C16orf72,0.8117746223173183,0.287,0.060499,0.21060000000000015,0.8836152697577008
chr5,41508704,41512703,ENST00000377801,ENSG00000182836,PLCXD3,0.4068113158265782,0.979,0.4657,0.18615000000000012,0.967494694852437
chr17,4687728,4691727,ENST00000328739,ENSG00000182853,VMO1,0.5993278965731287,1.88,1.2567,0.12399999999999997,0.8118262185829251
chr1,152059541,152063540,ENST00000368806,ENSG00000182898,TCHHL1,0.13326387458657912,1.078,0,0.162575,0.09834254143646409
chr1,241518531,241522530,ENST00000366565,ENSG00000182901,RGS7,0.6479015189691167,0.344,0.17409,0.1508000000000001,0.9655054644808743
chr19,54972895,54976894,ENST00000333834,ENSG00000182909,LENG9,0.7032398758319895,NA,NA,0.23217499999999994,0.14226804123711345
chr11,93472757,93476756,ENST00000528288,ENSG00000182919,C11orf54,0.7015562571118127,1.503,0.93187,0.016875,0.9113495777703252
chr3,134202897,134206896,ENST00000337090,ENSG00000182923,CEP63,0.665757072641494,1.255,0.95403,0.042149999999999986,0.8434714838169124
chr20,44331659,44335658,ENST00000335769,ENSG00000182931,WFDC10B,0.09478436556833204,1.778,0.72584,0.039874999999999945,0.15851851851851853
chr11,126136855,126140854,ENST00000332118,ENSG00000182934,SRPR,0.5119300171189398,0.301,0.11654,0.2142000000000003,0.854604199504763
chr17,72929897,72933896,ENST00000328801,ENSG00000182938,OTOP3,0.40257000692420414,1.168,0.79576,0.08764999999999994,0.8376823660974222
chr22,29662305,29666304,ENST00000414183,ENSG00000182944,EWSR1,0.5950831256741176,0.151,0.04799,0.13655000000000012,0.938529029627135
chr15,76014318,76018317,ENST00000332145,ENSG00000182950,ODF3L1,0.17233022779901988,1.831,1.2568,0.06197499999999999,0.60705567414172
chr6,26536633,26540632,ENST00000377575,ENSG00000182952,HMGN4,0.59432083986024975,1.859,0,0.05954999999999997,0.6012195121951219
chr13,24732861,24736860,ENST00000382108,ENSG00000182957,SPATA13,0.5275356135025844,0.485,0.31025,0.03289999999999997,0.8310367324112351
chr13,112719913,112723912,ENST00000330949,ENSG00000182968,SOX1,0.9917136941276633,0.958,0,0.45345,0.6337175792507207
chr3,32724637,32728636,ENST00000328834,ENSG00000182973,CNOT10,0.5297604505535483,0.224,0.097758,0.09202500000000001,0.8694612453248
chr15,22366478,22370477,ENST00000332663,ENSG00000182974,OR4M2,0.14684628285685578,1.944,1.626,0.09767500000000001,0.16279069767441862
chr19,53398814,53402813,ENST00000595635,ENSG00000182986,ZNF320,0.5390179615668126,1.509,0.34953,NA,0.3564963479730316
chr17,7759173,7763172,ENST00000333775,ENSG00000183011,LSMD1,0.5910708366447944,1.854,1.166,0.37107500000000004,0.22945999591793467
chr17,3028876,3032875,ENST00000328890,ENSG00000183024,OR1G1,0.19311925980853958,1.802,0.99287,0.08497500000000004,0.8774011299435026
chr17,72918370,72922369,ENST00000331427,ENSG00000183034,OTOP2,0.49762788778877887,1.402,0.97408,0.22640000000000013,0.5355956640529901
chr21,41237243,41241242,ENST00000328619,ENSG00000183036,PCP4,0.25974243604889863,1.754,0.87116,0.06527499999999997,0.8188902852466684
chr2,111332679,111336678,ENST00000329516,ENSG00000183054,RGPD6,0.6332928608240669,1.74,0,0.08077499999999996,0.8438632379796588
chr15,100271627,100275626,ENST00000344791,ENSG00000183060,LYSMD4,0.5986958408932542,1.386,0.70667,0.06960000000000001,0.7472429490075869
chr21,41115334,41119333,ENST00000380588,ENSG00000183067,IGSF5,0.32059845044082286,1.714,1.2244,0.10139999999999999,0.4479868106021642
chr17,76181443,76185442,ENST00000327898,ENSG00000183077,AFMID,0.4177445010363277,1.029,0.66849,0.05282499999999999,0.34216385886730594
chr4,144619829,144623828,ENST00000329798,ENSG00000183090,FREM3,0.5573195861168758,0.883,0.67617,0.3289749999999997,0.8069218010722202
chr14,101032408,101036407,ENST00000443071,ENSG00000183092,BEGAIN,0.6058247080099665,0.253,0.05334,0.15445000000000025,0.8856146259540254
chr19,42346737,42350736,ENST00000330743,ENSG00000183103,LYPD4,0.453248935255734,1.661,0.95211,0.04415000000000001,0.4237998321874618
chr1,20876932,20880931,ENST00000332947,ENSG00000183114,FAM43B,0.6306450750895195,1.298,0.41899,0.32654999999999995,0.7039634146341464
chr8,4849939,4853938,ENST00000537824,ENSG00000183117,CSMD1,0.5926337477139616,0.212,0.1536,0.17674999999999993,0.8314868957586354
chr10,105236998,105240997,ENST00000369783,ENSG00000183128,CALHM3,0.2849449343914289,1.228,0.58504,0.12007500000000006,0.6695537642490129
chr6,109414356,109418355,ENST00000407272,ENSG00000183137,CEP57L1,0.6909632841078445,0.945,0.62221,0.22327500000000022,0.7428071463551272
chr21,38376863,38380862,ENST00000329553,ENSG00000183145,RIPPLY3,0.7242933837146224,1.384,0.45191,0.04477499999999998,0.5515267294004629
chr9,42366303,42370302,ENST00000377601,ENSG00000183148,ANKRD20A2,0.636673381581238,1.947,1.9799,0.05564999999999997,0.43676310445395594
chr1,202856264,202860263,ENST00000367262,ENSG00000183155,RABIF,0.6057043094080131,1.679,0.72099,0.06989999999999998,0.8809139784946238
chr11,22645388,22649387,ENST00000327470,ENSG00000183161,FANCF,0.603955911218481,1.54,0,0.11690000000000003,0.2433439829605964
chr22,42473699,42477698,ENST00000331479,ENSG00000183172,SMDT1,0.5049496304097268,1.636,0.41056,0.10592500000000009,0.7764643719806762
chr18,14541146,14545145,ENST00000358970,ENSG00000183206,POTEC,0.47953006054067016,1.254,0.82585,0.020575,0.4714496910215646
chr19,49494705,49498704,ENST00000595090,ENSG00000183207,RUVBL2,0.39296115881222954,0.11,0,0.13935000000000008,0.8300265018603727
chr15,90775040,90779039,ENST00000558017,ENSG00000183208,GDPGP1,0.5357870828722847,1.825,1.2005,0.08815000000000006,0.32380952380952377
chr10,69453928,69457927,ENST00000433211,ENSG00000183230,CTNNA3,0.17893927354915398,0.844,0.60819,0.3239750000000001,0.8557820451934463
chr19,7937327,7941326,ENST00000539422,ENSG00000183248,CTD-3193O13.9,0.5786937281912496,0.595,0.28277,0.09305000000000005,0.03159878995756317
chr11,5321227,5325226,ENST00000380224,ENSG00000183251,OR51B4,0.21780101769281976,1.667,0.84169,0.06679999999999998,0.19326923076923078
chr5,176942471,176946470,ENST00000507955,ENSG00000183258,DDX41,0.5271481286241434,0.723,0.48784,0.15745,0.8903449450712131
chr11,5876965,5880964,ENST00000537935,ENSG00000183269,OR52E8,0.24488196689195807,1.142,0.24374,0.06370000000000002,0.9629032258064517
chr12,119770517,119774516,ENST00000327554,ENSG00000183273,CCDC60,0.3224020538596415,0.957,0.64543,0.17707499999999993,0.621198740038916
chr2,87246976,87250975,ENST00000409310,ENSG00000183281,PLGLB1,0.2726294624818044,1.846,0,0.067625,0.9783265989451556
chr12,51630608,51634607,ENST00000549555,ENSG00000183283,DAZAP2,0.552093176340684,0.854,0.27149,0.16375000000000003,0.9646712619823541
chr18,57362613,57366612,ENST00000439986,ENSG00000183287,CCBE1,0.6583511094332043,0.983,0.62897,0.10614999999999998,0.895490042150438
chr1,87378049,87382048,ENST00000331835,ENSG00000183291,SEP15,0.7272499294692957,1.043,0.40398,0.20445,0.7637872945050859
chr2,131326459,131330458,ENST00000409982,ENSG00000183292,AC140481.2,0.40626150545279116,1.677,0,0.087625,0.8670139343912135
chr11,7816521,7820520,ENST00000329434,ENSG00000183303,OR5P2,0.19954879799564318,1.601,0.73494,0.08055,0.185759493670886
chr22,17600144,17604143,ENST00000331437,ENSG00000183307,CECR6,0.6818901719123449,0.585,0.12337,0.33242499999999997,0.7781818181818181
chr11,6006216,6010215,ENST00000332249,ENSG00000183313,OR52L1,0.14578144931057524,1.748,1.0018,0.05724999999999994,0.11517241379310342
chr1,38228739,38232738,ENST00000373048,ENSG00000183317,EPHA10,0.4509489116459955,1.272,0.97063,0.246925,0.7892302609844731
chr5,68626544,68630543,ENST00000396496,ENSG00000183323,CCDC125,0.506896719793342,1.041,0.7018,0.17912500000000012,0.8169353995995827
chr15,73733499,73737498,ENST00000331090,ENSG00000183324,C15orf60,0.37584503315843354,1.088,0.6028,0.10975000000000003,0.4425254810746978
chr11,96121158,96125157,ENST00000458427,ENSG00000183340,JRKL,0.5307386112339673,0.831,0.47601,0.38440000000000013,0.7333333333333333
chr10,63420719,63424718,ENST00000330194,ENSG00000183346,C10orf107,0.5359681950167569,1.121,0.5968,0.10452499999999999,0.6733517817630904
chr9,6005788,6009787,ENST00000399933,ENSG00000183354,KIAA2026,0.7511852718428668,0.344,0.21977,0.2470000000000001,0.901953366635107
chr14,74890806,74894805,ENST00000331628,ENSG00000183379,SYNDIG1L,0.4131941144630336,1.294,0.5686,0.25514999999999993,0.7625364991803644
chr1,38469178,38473177,ENST00000373016,ENSG00000183386,FHL3,0.41584656385703306,0.914,0.48658,0.19342500000000015,0.9291814946619217
chr11,6022425,6026424,ENST00000330728,ENSG00000183389,OR56A4,0.17969842546500592,1.296,0.56976,0.08364999999999997,0.3785714285714286
chr12,102589624,102593623,ENST00000329406,ENSG00000183395,PMCH,0.190244675791365,1.21,0.3876,0.2752249999999999,0.6827957075121797
chr3,48657289,48661288,ENST00000330862,ENSG00000183396,TMEM89,0.28797919118102433,0.636,0,0.11357499999999994,0.925928263546798
chr19,11453977,11457976,ENST00000588790,ENSG00000183401,CCDC159,0.3758442090296571,0.845,0.51065,0.16337500000000005,0.6880090654859246
chr4,110767358,110771357,ENST00000594814,ENSG00000183423,LRIT3,0.23607556564242063,1.444,0.96349,0.058649999999999966,0.8916532809524174
chr1,38454594,38458593,ENST00000373019,ENSG00000183431,SF3A3,0.5816470670555975,0.118,0.024791,0.10395000000000003,0.9477423638778221
chr16,10274612,10278611,ENST00000396573,ENSG00000183454,GRIN2A,0.6609018366783127,0.189,0.08254,0.3390500000000001,0.7955974542240468
chr13,28560792,28564791,ENST00000332715,ENSG00000183463,URAD,0.2658304272210357,1.899,1.1917,0.05347499999999998,0.7340643624946787
chr7,132331553,132335552,ENST00000332558,ENSG00000183470,AC009365.3,0.19567644011189134,1.725,0.47933,0.058100000000000006,0.11419264647875799
chr5,68854069,68858068,ENST00000510979,ENSG00000183474,GTF2H2C,0.4780056135018201,1.074,0.46955,0.0431,0.9707235905640962
chr2,99222956,99226955,ENST00000328709,ENSG00000183513,COA5,0.6352374445025003,1.299,0.41958,0.10535,0.40646056452245793
chr1,38476414,38480413,ENST00000373014,ENSG00000183520,UTP11L,0.43314214168485526,1.129,0.69684,0.07287499999999998,0.9051181102362206
chr21,40553778,40557777,ENST00000331573,ENSG00000183527,PSMG1,0.8063049110852176,0.886,0.47162,0.14465000000000003,0.8207890533631421
chr22,32144118,32148117,ENST00000327423,ENSG00000183530,PRR14L,0.4727325253108873,0.263,0.15487,0.15139999999999995,0.7259727614929097
chr12,10560357,10564356,ENST00000309384,ENSG00000183542,KLRC4,0.2798880447820872,1.443,0.64212,0.0129,0.4242041923173748
chr11,3009093,3013092,ENST00000332881,ENSG00000183562,AC131971.1,0.4252067490787187,NA,NA,0.006024999999999999,0.7199623352165724
chr14,99945217,99949216,ENST00000331768,ENSG00000183576,SETD3,0.8838133068520357,0.466,0.25812,0.11570000000000004,0.9157406023968921
chr22,29277580,29281579,ENST00000544604,ENSG00000183579,ZNRF3,0.7524382879833117,0.301,0.13157,0.2760249999999998,0.8886870512994268
chr22,20006631,20010630,ENST00000327374,ENSG00000183597,TANGO2,0.3488088677506903,0.932,0.53388,0.04037499999999999,0.8099632434966254
chr1,149783237,149787236,ENST00000331491,ENSG00000183598,HIST2H3D,0.6829726384086737,1.923,1.4152,0.22569999999999993,0.6454545454545454
chr10,120923180,120927179,ENST00000355697,ENSG00000183605,SFXN4,0.550159995508898,0.927,0.60192,0.04919999999999997,0.4397510816127608
chr19,3760662,3764661,ENST00000330133,ENSG00000183617,MRPL54,0.5253007346705989,1.478,0.5904,0.040149999999999984,0.7782114702530795
chr10,31318867,31322866,ENST00000436087,ENSG00000183621,ZNF438,0.6608121032953657,1.114,0.67287,0.07095000000000003,0.8408122228839671
chr3,128995683,128999682,ENST00000383463,ENSG00000183624,HMCES,0.5631089796139098,1.104,0.6817,0.08707500000000004,0.7861157024124347
chr3,46281872,46285871,ENST00000545097,ENSG00000183625,CCR3,0.22623556940260883,1.355,0.72377,0.03384999999999997,0.8755797539826577
chr22,18891736,18895735,ENST00000331444,ENSG00000183628,DGCR6,0.5597856552580369,1.771,1.18,0.10427500000000002,0.7955424431529907
chr8,10510613,10514612,ENST00000382483,ENSG00000183638,RP1L1,0.24529892399432307,1.965,1.9127,0.08177500000000004,0.9012821044331437
chr21,32183571,32187570,ENST00000329621,ENSG00000183640,KRTAP8-1,0.2457518876008472,1.866,0.79334,0.11937500000000009,0.05606060606060604
chr11,111383510,111387509,ENST00000332814,ENSG00000183644,C11orf88,0.5142551528366314,1.179,0.62787,0.12132500000000002,0.3363142725176471
chr14,92586262,92590261,ENST00000329559,ENSG00000183648,NDUFB1,0.6893888261260318,1.885,1.2259,0.06307499999999998,0.8298897714900579
chr5,16177885,16181884,ENST00000332432,ENSG00000183654,MARCH11,0.8212601078167115,0.959,0.48587,0.23030000000000017,0.748361564580189
chr15,86336262,86340261,ENST00000337975,ENSG00000183655,KLHL25,0.5751585940265186,1.937,1.5735,0.11347500000000009,1
chr8,125461048,125465047,ENST00000328599,ENSG00000183665,TRMT12,0.3343363423604146,0.555,0.24239,0.27837500000000015,0.8916083916083918
chr2,207080749,207084748,ENST00000407325,ENSG00000183671,GPR1,0.23096372653894778,1.476,0.85084,0.11269999999999998,0.9721311475409834
chr1,39955318,39959317,ENST00000331593,ENSG00000183682,BMP8A,0.671766234845203,1.329,0.76272,0.06889999999999999,0.7276438980083489
chr17,54669060,54673059,ENST00000332822,ENSG00000183691,NOG,0.7624823875265999,0.419,0,0.6390749999999995,0.9611570247933884
chr11,19080229,19084228,ENST00000329773,ENSG00000183695,MRGPRX2,0.18592890078833854,NA,NA,0.023849999999999993,0.2090686274509804
chr7,48126241,48130240,ENST00000331803,ENSG00000183696,UPP1,0.6281973635039882,1.146,0.61049,0.06752500000000002,0.7392558362207923
chr19,39757154,39761153,ENST00000331982,ENSG00000183709,IFNL2,0.2089975203684024,1.877,1.2863,0.08450000000000006,0.3463557361027274
chr1,25662408,25666407,ENST00000374358,ENSG00000183726,TMEM50A,0.7132726433142028,0.739,0.2858,0.07642500000000006,0.8995780590717299
chr8,53848991,53852990,ENST00000331251,ENSG00000183729,NPBWR1,0.7361778677550728,1.939,1.5625,0.13359999999999994,0.9513888888888888
chr2,71015776,71019775,ENST00000332372,ENSG00000183733,FIGLA,0.6111197794767774,1.353,0.64739,0.09620000000000002,0.7338567566692568
chr11,2290183,2294182,ENST00000331289,ENSG00000183734,ASCL2,0.7931518111911786,1.827,0,0.1620750000000001,0.8325581395348837
chr12,64843660,64847659,ENST00000331710,ENSG00000183735,TBK1,0.6505736594644189,0.406,0.23916,0.08302499999999996,0.9672598366374686
chr22,39266320,39270319,ENST00000407418,ENSG00000183741,CBX6,0.6279204536285147,0.27,0,0.2535250000000003,0.9309866540056992
chr10,17849362,17853361,ENST00000331429,ENSG00000183748,MRC1L1,0.35837593375758464,0.258,0.099914,0.06255000000000002,0.6543275660001849
chr16,2020038,2024037,ENST00000568546,ENSG00000183751,TBL3,0.5562497030073822,0.749,0.53285,0.029200000000000007,0.7705055307711067
chr19,39572945,39576944,ENST00000331256,ENSG00000183760,PAPL,0.38968830063426896,0.969,0.65346,0.07237499999999997,0.8260800226553182
chr3,49892001,49896000,ENST00000331456,ENSG00000183763,TRAIP,0.3109055892956357,0.746,0.46937,0.163425,0.6448165815893633
chr22,29135827,29139826,ENST00000382580,ENSG00000183765,CHEK2,0.5214670606640014,1.502,1.1233,0.13625000000000018,0.8501534024873721
chr22,21317396,21321395,ENST00000399167,ENSG00000183773,AIFM3,0.3252832141055096,0.985,0.71418,0.035225,0.8763888078116334
chr5,143582840,143586839,ENST00000507359,ENSG00000183775,KCTD16,0.3836261859992652,0.194,0,0.456175,0.8718607242852932
chr1,234038679,234042678,ENST00000366618,ENSG00000183780,SLC35F3,0.7673306896178301,0.502,0.2386,0.10757500000000002,0.91025118805159555
chr4,44448825,44452824,ENST00000360029,ENSG00000183783,KCTD8,0.8415000370187784,1.128,0.60049,0.29367500000000024,0.5898696706871812
chr22,18591559,18595558,ENST00000330423,ENSG00000183785,TUBA8,0.5538669368456602,1.13,0.64751,0.05584999999999997,0.9294209077327055
chr18,44554450,44558449,ENST00000330682,ENSG00000183791,TCEB3C,0.6803575861403192,NA,NA,0.09942500000000003,0.1520778072502211
chr20,39993468,39997467,ENST00000332312,ENSG00000183798,EMILIN3,0.5939838651451804,0.861,0.53125,0.129725,0.7078226857887878
chr8,94751246,94755245,ENST00000399300,ENSG00000183808,RBM12B,0.6355763883371732,0.524,0.30863,0.09259999999999996,0.9738095238095239
chr1,226495435,226499434,ENST00000328205,ENSG00000183814,LIN9,0.6490670133388932,0.259,0.11321,0.13145000000000004,0.96776437560984
chr6,38605701,38609700,ENST00000481247,ENSG00000183826,BTBD9,0.5733287467033598,0.855,0.57655,0.11447500000000004,0.8877887227934249
chr1,173637002,173641001,ENST00000333279,ENSG00000183831,ANKRD45,0.38231424244681117,1.017,0.54138,0.06952499999999995,0.7174299982957766
chr3,119419869,119423868,ENST00000273390,ENSG00000183833,MAATS1,0.5158456548941495,0.922,0.66845,0.06507499999999995,0.7884671922116911
chr21,42686661,42690660,ENST00000357985,ENSG00000183844,FAM3B,0.4421305864267768,1.519,0.94239,0.007500000000000001,0.7524981067951718
chr22,41841028,41845027,ENST00000327492,ENSG00000183864,TOB2,0.6789149753287147,0.429,0,0.1591000000000001,0.8674008810572688
chr3,38689164,38693163,ENST00000413689,ENSG00000183873,SCN5A,0.49841362064742506,0.312,0.20778,0.18037500000000006,0.82413262792818065
chr5,149680517,149684516,ENST00000328668,ENSG00000183876,ARSI,0.4062563477554337,1.363,0.94642,0.25287500000000007,0.8305744227705099
chr1,16328731,16332730,ENST00000329454,ENSG00000183888,C1orf64,0.3191276664462251,1.854,0.73542,0.06704999999999996,0.8615635538634481
chr2,20099748,20103747,ENST00000333610,ENSG00000183891,TTC32,0.6450643956460616,1.309,0.51171,0.06917499999999999,0.9935509719312077
chr11,56947221,56951220,ENST00000497933,ENSG00000183908,LRRC55,0.2781456953642384,0.881,0.38478,0.25367500000000004,0.8862257207152637
chr12,123866320,123870319,ENST00000402868,ENSG00000183955,SETD8,0.6019151846785226,0.269,0.056663,0.14882499999999999,0.7602882976109927
chr3,19187946,19191945,ENST00000328405,ENSG00000183960,KCNH8,0.6212008612968997,0.667,0.47728,0.14022500000000007,0.8750500250955668
chr22,31475305,31479304,ENST00000358743,ENSG00000183963,SMTN,0.3408875702291522,0.613,0.42209,0.10964999999999997,0.676243598250422
chr16,2067521,2071520,ENST00000329610,ENSG00000183971,NPW,0.5457986943849951,1.868,1.0368,0.060324999999999976,0.21634142481255073
chr17,40948723,40952722,ENST00000328434,ENSG00000183978,COA3,0.45411294520145973,1.493,0.49966,0.21575000000000008,0.5128770219679311
chr1,32401989,32405988,ENST00000344035,ENSG00000184007,PTP4A2,0.680491713353654,0.311,0,0.2743,0.7958930883592257
chr21,42877993,42881992,ENST00000398585,ENSG00000184012,TMPRSS2,0.5333866720005334,0.881,0.59435,0.026274999999999993,0.5249112528133556
chr11,9284938,9288937,ENST00000328194,ENSG00000184014,DENND5A,0.6598525035580282,0.384,0.25297,NA,0.9601786124754029
chr21,32005555,32009554,ENST00000330798,ENSG00000184032,KRTAP20-2,0.19774040392597095,NA,NA,0.017000000000000005,0.7477611940298509
chr12,122710082,122714081,ENST00000443649,ENSG00000184047,DIABLO,0.61830877178599,1.281,0.75583,0.1433000000000001,0.8073867081507187
chr15,91563834,91567833,ENST00000333371,ENSG00000184056,VPS33B,0.4294826105232378,0.995,0.73739,0.09237499999999997,0.9202055080659894
chr22,19742226,19746225,ENST00000332710,ENSG00000184058,TBX1,0.5074295955983974,0.433,0.13744,0.04754999999999998,0.6346501169552392
chr22,30161358,30165357,ENST00000330029,ENSG00000184076,UQCR10,0.4618742085592989,1.765,0.52581,0.07995000000000001,0.9348958333333334
chr4,189058573,189062572,ENST00000332517,ENSG00000184108,TRIML1,0.3684055408193339,1.4,0.93378,0.08089999999999997,0.3809214238626256
chr22,29975327,29979326,ENST00000216121,ENSG00000184117,NIPSNAP1,0.40491791209600236,0.548,0.27781,0.12095000000000003,0.8947130311722004
chr1,205010325,205014324,ENST00000331830,ENSG00000184144,CNTN2,0.27772197076237637,0.434,0.28172,0.15412500000000004,0.7784421729738539
chr1,159503843,159507842,ENST00000334857,ENSG00000184155,OR10J5,0.14400921658986174,1.316,0.51451,0.07790000000000008,0.40291666666666676
chr8,133491201,133495200,ENST00000388996,ENSG00000184156,KCNQ3,0.6318568068368015,0.329,0.175,0.18647500000000003,0.8104036515133384
chr4,3766125,3770124,ENST00000330055,ENSG00000184160,ADRA2C,0.8533149603337233,0.601,0.19095,0.294425,0.9876404494382023
chr19,19312234,19316233,ENST00000331552,ENSG00000184162,NR2C2AP,0.44317960338660384,0.892,0.28335,0.1661750000000002,0.7369884549414946
chr17,2994291,2998290,ENST00000331459,ENSG00000184166,OR1D2,0.1862357458025328,1.558,0.76299,0.07830000000000006,0.33975903614457836
chr4,54230243,54234242,ENST00000401642,ENSG00000184178,SCFD2,0.47546829528220685,1.183,0.81438,0.22295000000000004,0.8983060956104567
chr2,238873597,238877596,ENST00000272930,ENSG00000184182,UBE2F,0.6322710235707357,0.367,0.077308,0.06942499999999997,0.8282919991736786
chr17,21277509,21281508,ENST00000583088,ENSG00000184185,KCNJ12,0.5897679146854151,1.017,0.39391,0.251825,0.8881818181818181
chr3,195268210,195272209,ENST00000328432,ENSG00000184203,PPP1R2,0.6208601388746053,0.75,0.32763,0.126775,0.9235545633578074
chr16,2262809,2266808,ENST00000333503,ENSG00000184207,PGP,0.7739665787159191,0.796,0.16778,0.2790749999999999,0.8929106731546504
chr22,42084547,42088546,ENST00000402966,ENSG00000184208,C22orf46,0.4906917266400999,1.772,0.89485,0.08002499999999999,0.900129065381242
chr12,123942070,123946069,ENST00000412157,ENSG00000184209,SNRNP35,0.5828445534147891,1.451,0.9146,0.07579999999999999,0.8818438145503955
chr3,99534678,99538677,ENST00000421999,ENSG00000184220,CMSS1,0.6093535774132941,0.779,0.43162,0.07804999999999997,0.7991926401035058
chr21,34440450,34444449,ENST00000382348,ENSG00000184221,OLIG1,0.7435708326784267,0.886,0,0.13895000000000018,0.5802816901408451
chr1,149856525,149860524,ENST00000331380,ENSG00000184260,HIST2H2AC,0.80953555788564735,1.657,0.42406,0.3128249999999996,0.9136253041362528
chr2,47796079,47800078,ENST00000327876,ENSG00000184261,KCNK12,0.7288065792265166,0.385,0,0.20657500000000012,0.8964585084074643
chr12,51609478,51613477,ENST00000389243,ENSG00000184271,POU6F1,0.5440513874670508,0.457,0.096236,0.19935000000000008,0.46815140723299076
chr11,2419766,2423765,ENST00000333256,ENSG00000184281,TSSC4,0.482355046082602,1.711,0.64375,0.017575000000000007,0.596875
chr14,60973669,60977668,ENST00000327720,ENSG00000184302,SIX6,0.6951662771528637,0.578,0.18377,0.3210999999999999,0.7795107479840402
chr1,55105466,55109465,ENST00000421030,ENSG00000184313,MROH7,0.12596866529450798,0.992,0.77155,0.09117500000000002,0.5804632426988923
chr11,5421827,5425826,ENST00000332043,ENSG00000184321,OR51J1,0.22113363348178952,0.864,0.18237,0.08435000000000002,0.9811965811965813
chr12,7846373,7850372,ENST00000329913,ENSG00000184344,GDF3,0.2605497599935865,1.281,0.71052,0.09044999999999999,0.9396717545599113
chr3,51893654,51897653,ENST00000333127,ENSG00000184345,IQCF2,0.16193225665250602,1.178,0.59721,0.117075,0.8209157255842201
chr11,3251617,3255616,ENST00000436689,ENSG00000184350,MRGPRE,0.298312074977699,NA,NA,0.02569999999999999,1
chr21,31850664,31854663,ENST00000390689,ENSG00000184351,KRTAP19-1,0.2046229632436529,NA,NA,0.02794999999999999,0.38144329896907214
chr8,120077480,120081479,ENST00000332843,ENSG00000184374,COLEC10,0.17712177121771217,0.963,0.48792,0.18745000000000003,0.8718360715284145
chr22,38575810,38579809,ENST00000332509,ENSG00000184381,PLA2G6,0.44987218158624526,0.856,0.59455,0.09754999999999998,0.8575497602014263
chr21,43526645,43530644,ENST00000329015,ENSG00000184385,C21orf128,0.3594050464154722,1.947,2.0104,0.03344999999999999,0.3909546768282231
chr20,60716851,60720850,ENST00000331758,ENSG00000184402,SS18L1,0.8930864231888751,0.32,0.13976,0.07147500000000002,0.8871536523929471
chr3,139106575,139110574,ENST00000333188,ENSG00000184432,COPB2,0.5708963798879979,0.089,0.018829,0.04345,0.9221721063573319
chr22,21354376,21358375,ENST00000215742,ENSG00000184436,THAP7,0.5990374088533598,0.864,0.41107,0.2123250000000001,0.808594400215896
chr12,123009795,123013794,ENST00000333479,ENSG00000184445,KNTC1,0.710811821922933,0.766,0.6345,NA,0.7930957779935686
chr17,40831862,40835861,ENST00000332438,ENSG00000184451,CCR10,0.4691147671575407,1.337,0.68019,0.23727500000000007,0.7902771318060569
chr1,24880602,24884601,ENST00000374392,ENSG00000184454,NCMAP,0.3839549845880138,1.762,0.70296,0.025424999999999986,0.7789644012944984
chr22,19927334,19931333,ENST00000400521,ENSG00000184470,TXNRD2,0.3851541495754513,1.038,0.72054,0.0495,0.7834199281820086
chr11,5966570,5970569,ENST00000329564,ENSG00000184478,OR56A3,0.15137109095983461,1.929,1.4981,0.05024999999999996,0.1613293051359517
chr6,99280580,99284579,ENST00000328345,ENSG00000184486,POU3F2,0.7576651329846501,0.381,0.080277,0.6309499999999991,0.39999999999999986
chr8,142400093,142404092,ENST00000521578,ENSG00000184489,PTP4A3,0.4961880856633288,1.096,0.4248,0.028950000000000004,0.9278074931879393
chr2,114254661,114258660,ENST00000306507,ENSG00000184492,FOXD4L1,0.6271049914313671,1.309,0.57564,0.12832500000000002,0.5172131147540985
chr15,91473777,91477776,ENST00000330334,ENSG00000184508,HDDC3,0.3380399100420006,1.52,0.613,0.18000000000000027,0.38742434497709505
chr16,75180480,75184479,ENST00000393430,ENSG00000184517,ZFP1,0.6266793719470842,0.7,0.35486,0.07822500000000003,0.919685894739635
